1_FL1 Log,1_FL2 Log,1_FL3 Log,1_FL4 Log,1_FL5 Log,2_FL1 Log,2_FL2 Log,2_FL3 Log,2_FL4 Log,2_FL5 Log,3_FL1 Log,3_FL2 Log,3_FL3 Log,3_FL4 Log,3_FL5 Log,4_FL1 Log,4_FL2 Log,4_FL3 Log,4_FL4 Log,4_FL5 Log,5_FL1 Log,5_FL2 Log,5_FL3 Log,5_FL4 Log,5_FL5 Log,6_FL1 Log,6_FL2 Log,6_FL3 Log,6_FL4 Log,6_FL5 Log,7_FL1 Log,7_FL2 Log,7_FL3 Log,7_FL4 Log,7_FL5 Log,8_FL1 Log,8_FL2 Log,8_FL3 Log,8_FL4 Log,8_FL5 Log,1_Size,2_Size,3_Size,4_Size,5_Size,6_Size,7_Size,8_Size,Label
0.327167463,0.325793002,0.645333571,0.217831498,0.172440474,0.443581618,0.487830785,0.645881732,0.221463632,0.191857642,0.393690759,0.348831718,0.646026524,0.245543543,0.228211443,0.468020827,0.468019862,0.644097231,0.469619901,0.171964444,0.3456395,0.520363489,0.642569227,0.312014247,0.312176914,0.365080604,0.328609516,0.640517749,0.215849106,0.266196115,0.386763021,0.334622474,0.641287961,0.290260749,0.316136138,0.334866093,0.306087818,0.275292481,0.214622825,0.176511954,0.588024358,0.588598545,0.604374194,0.520237527,0.615740762,0.621263361,0.637868173,0.627508386,normal
0.250589343,0.230184334,0.525741506,0.199753111,0.167191118,0.377307597,0.402422036,0.539887347,0.212387406,0.197481087,0.373873109,0.266451468,0.534324928,0.268665748,0.231106701,0.434619578,0.366344371,0.518095741,0.336654105,0.193622977,0.307881447,0.351287921,0.533185136,0.31103142,0.287282177,0.370942585,0.242886847,0.530380565,0.207646403,0.305748891,0.323632767,0.252680166,0.538042996,0.287601063,0.214609137,0.2540127,0.247520358,0.238759782,0.227030904,0.172154322,0.612334974,0.613078357,0.629908808,0.545902365,0.610817207,0.632831552,0.630743737,0.659945036,normal
0.258037297,0.237606814,0.599972205,0.192285966,0.171007413,0.372546922,0.444154928,0.598119198,0.163497504,0.187085977,0.32894725,0.253654974,0.596724802,0.200095428,0.197273099,0.56012981,0.491533236,0.597186255,0.517046637,0.193923073,0.305733854,0.45096248,0.597092345,0.234699889,0.263249923,0.26783862,0.246388931,0.593165185,0.192142016,0.313187204,0.280417183,0.250574272,0.599543502,0.220958049,0.291398681,0.263759459,0.243443416,0.260052165,0.182115833,0.164978607,0.74774715,0.720087669,0.748307042,0.745474302,0.796903703,0.759465475,0.761010627,0.835483713,normal
0.254659583,0.216282294,0.529078051,0.200057244,0.171488784,0.354397295,0.348752151,0.536503879,0.197003945,0.178652227,0.323094215,0.250321689,0.533937283,0.206283577,0.200964512,0.496280167,0.474829552,0.524531322,0.538254197,0.16586068,0.304456335,0.466855129,0.529610327,0.268143802,0.32840585,0.27871696,0.219217934,0.523774071,0.201480199,0.205063333,0.293855618,0.232656001,0.532360931,0.244462387,0.29101719,0.261550674,0.246991251,0.222251495,0.194963741,0.165469132,0.836131676,0.814235022,0.860747977,0.81471328,0.893870276,0.853130803,0.889132556,0.91374002,normal
0.267646665,0.230578928,0.617686135,0.2000864,0.167135802,0.341641533,0.370836027,0.615762128,0.191717773,0.191755286,0.356903149,0.281174499,0.62239149,0.204629501,0.205341518,0.466625095,0.499035878,0.617603049,0.507159841,0.173487014,0.320802508,0.462102672,0.620463837,0.262801852,0.339843131,0.284401841,0.248942139,0.618803971,0.198908891,0.318225379,0.315634171,0.25087116,0.620093514,0.26114121,0.266173756,0.281059231,0.253391799,0.262591191,0.192741994,0.168618673,0.349538545,0.345294058,0.430885433,0.378688848,0.379132344,0.382639563,0.382149048,0.503509422,normal
0.267578383,0.232224345,0.539165572,0.187810604,0.178832161,0.396978799,0.382230279,0.550649628,0.191295312,0.198757591,0.365378996,0.27790302,0.555171712,0.206729196,0.225241843,0.49838229,0.377857013,0.541370539,0.407662433,0.170406522,0.293711128,0.356086617,0.520137435,0.256352337,0.318855142,0.308308915,0.235300599,0.54946473,0.180662169,0.309542714,0.326581283,0.25484217,0.554938469,0.251264556,0.242351282,0.264196913,0.243871795,0.255626448,0.191007438,0.171114746,0.572856925,0.543314684,0.579442007,0.549783793,0.509617363,0.605912873,0.642596459,0.571856668,normal
0.28394192,0.241859904,0.577746126,0.193411433,0.177439247,0.388593059,0.399540525,0.57679945,0.19147267,0.177064079,0.368457783,0.28490399,0.577157451,0.204118349,0.225573572,0.458675444,0.436087906,0.569674789,0.430347108,0.169107658,0.315080065,0.409994945,0.579684388,0.274658939,0.302738393,0.31218701,0.243032409,0.576737835,0.191108444,0.221791676,0.352737162,0.249886755,0.576444515,0.267824831,0.255243269,0.290200977,0.262633437,0.260394817,0.198781628,0.162599594,0.63238957,0.622222554,0.6309665,0.589365089,0.661578333,0.662030126,0.658747689,0.704250945,normal
0.240373056,0.232271558,0.549967451,0.197065291,0.160180827,0.386306917,0.404795875,0.552041496,0.192531653,0.176712095,0.315492954,0.237005775,0.554046335,0.19269225,0.163411549,0.536456389,0.513663833,0.529886309,0.55361589,0.161382288,0.312999949,0.457557103,0.547331725,0.301041406,0.353481281,0.268823082,0.239307244,0.539623357,0.198300809,0.250400073,0.241689749,0.246707291,0.546621693,0.201688289,0.245610917,0.245605596,0.232446132,0.228821798,0.197438654,0.161276525,0.614112909,0.599380576,0.628201412,0.625364465,0.655421675,0.635829828,0.643782924,0.654143248,normal
0.260312499,0.230708808,0.519873802,0.184335075,0.169132208,0.388795165,0.415842638,0.539621458,0.18249748,0.196446133,0.381400537,0.242247525,0.537970712,0.205527947,0.189690822,0.535938683,0.448739353,0.530734727,0.430483838,0.164504527,0.345502388,0.343876241,0.538742497,0.292813822,0.304084584,0.293437983,0.234540043,0.542279872,0.18341732,0.307208383,0.296318873,0.238893349,0.538725122,0.225364779,0.221406511,0.260217325,0.236726803,0.244461355,0.178674108,0.160614446,0.732445192,0.726537284,0.73058052,0.731306093,0.789029694,0.791083637,0.770448705,0.795983068,normal
0.317314418,0.283155976,0.563491929,0.215174405,0.172887284,0.433587169,0.465058281,0.559505053,0.216576553,0.227076772,0.439440014,0.306663297,0.560431326,0.237920125,0.208616441,0.50450394,0.417850713,0.544260238,0.343113539,0.171155344,0.382794874,0.351999642,0.557502594,0.365313757,0.2969406,0.346740631,0.293815282,0.56314931,0.211565121,0.367238402,0.360212062,0.290510595,0.563355764,0.263222714,0.204533397,0.320051827,0.288886301,0.27541888,0.200810327,0.170824848,0.488106346,0.47046867,0.499224721,0.455442216,0.509842317,0.517622916,0.530943208,0.544160012,normal
0.259991681,0.229129633,0.492377335,0.209445553,0.176144192,0.400864712,0.437201645,0.4962057,0.200757969,0.212971027,0.422143449,0.235541907,0.496826889,0.215868858,0.183869665,0.568174041,0.375278488,0.492998964,0.206805503,0.164017604,0.385472854,0.330755717,0.490332134,0.403738059,0.371429697,0.285063416,0.243791889,0.473529292,0.20304027,0.259944676,0.273667599,0.231752209,0.488807062,0.224434398,0.199886928,0.260161259,0.24371922,0.223554438,0.208096722,0.170846787,0.835869588,0.823035009,0.859909144,0.849731909,0.882356639,0.885730469,0.887241183,0.908776182,normal
0.22131063,0.245604465,0.591933666,0.178091988,0.151449959,0.350398978,0.408723777,0.588624629,0.175053824,0.158617395,0.310372142,0.281038208,0.590976776,0.234164887,0.223020816,0.465246378,0.473780164,0.591969339,0.531619042,0.163895991,0.267154326,0.465150538,0.590525863,0.323614334,0.183788863,0.277828598,0.259903685,0.587173266,0.178729354,0.308452614,0.283377946,0.256182036,0.589022734,0.270235288,0.233273532,0.239084584,0.224693174,0.218444898,0.204781977,0.154513871,0.53284456,0.50900789,0.535962265,0.547862533,0.566646732,0.562398592,0.572129309,0.620853162,normal
0.297187338,0.2944022,0.583698778,0.204304887,0.175351769,0.395716614,0.412935707,0.576189872,0.198886683,0.210987392,0.403284908,0.317067194,0.582993257,0.204573097,0.203390245,0.535489143,0.46424136,0.580474265,0.46055593,0.167125979,0.363707401,0.415100633,0.584424563,0.307284348,0.381792252,0.319088765,0.305319354,0.581875104,0.197817954,0.390670094,0.328979063,0.304620644,0.584106352,0.245878672,0.240825914,0.301098662,0.275834127,0.248515098,0.191935011,0.172786751,0.822450796,0.778267639,0.837202653,0.837356859,0.875609419,0.877206214,0.893693904,0.892671233,normal
0.295371658,0.260096449,0.560659956,0.198842404,0.182750906,0.407587906,0.442945095,0.552560933,0.191641547,0.236379048,0.423663855,0.279427275,0.561659581,0.203982778,0.20081491,0.545369139,0.438282218,0.552420768,0.36293826,0.177234437,0.384577788,0.363994614,0.556968325,0.337901059,0.362802411,0.318703047,0.266798926,0.547038945,0.195689097,0.377595955,0.311531607,0.263790984,0.55589901,0.224402093,0.21245731,0.289897369,0.263712713,0.290107374,0.209938901,0.185034011,0.637565799,0.583298795,0.630664626,0.613245647,0.650681021,0.612423922,0.637560627,0.665936395,normal
0.290494575,0.275166737,0.545521565,0.233964198,0.168902111,0.455694159,0.495224547,0.544857684,0.254987762,0.211450908,0.417685934,0.284716734,0.553805248,0.236823773,0.179019636,0.540089164,0.456261804,0.530555065,0.467790045,0.165013194,0.38329215,0.397453071,0.545510636,0.440066058,0.403194429,0.329401972,0.285912823,0.552626898,0.240327782,0.398300416,0.303455071,0.277591362,0.554294879,0.256683157,0.196114672,0.293634529,0.263459175,0.253008833,0.249477383,0.170703763,0.692709186,0.673941435,0.699004552,0.674619995,0.738475978,0.744347717,0.740082117,0.734718873,normal
0.230174151,0.20677195,0.493380673,0.161785385,0.163731465,0.27151135,0.264565544,0.491070647,0.165611444,0.177877308,0.47758998,0.233466758,0.489518155,0.222691127,0.223894037,0.262850781,0.427165257,0.483346033,0.199799162,0.220461031,0.238380097,0.289237906,0.491765829,0.177822648,0.257750336,0.413211826,0.298154697,0.486969362,0.376967678,0.229480394,0.303386707,0.213655611,0.491715321,0.228248905,0.195407564,0.232659796,0.216549126,0.220798946,0.16333724,0.159351704,0.152038141,0.116133752,0.128380441,0.111731995,0.131508052,0.121562701,0.129119787,0.177532478,aml
0.25378031,0.240721836,0.495936546,0.206498634,0.170948732,0.423489803,0.47352189,0.485823565,0.206092924,0.181456343,0.327021649,0.26510583,0.497274038,0.21371351,0.184968325,0.535184355,0.399519979,0.4938162,0.453605988,0.158721995,0.325423132,0.374828509,0.498354622,0.385091082,0.312139699,0.280196657,0.32427203,0.49697655,0.21332638,0.300320798,0.281752936,0.265191929,0.500380661,0.25009408,0.21932105,0.260924927,0.244463806,0.220151123,0.193880401,0.162464299,0.783605662,0.780677127,0.812227917,0.81291962,0.852171427,0.848698577,0.8520244,0.861568203,normal
0.277725958,0.260855286,0.580695299,0.185835994,0.151734367,0.342056164,0.355865979,0.578953391,0.184577038,0.162108487,0.40001581,0.303916588,0.578796407,0.211305578,0.212185628,0.420053811,0.41798485,0.577146085,0.449306546,0.178637753,0.311513744,0.464140467,0.576442448,0.253427852,0.307069304,0.294474253,0.263994764,0.577079489,0.184721907,0.292749898,0.343363165,0.262543399,0.577154728,0.295169718,0.24729529,0.310918756,0.267611564,0.246789672,0.207437825,0.153951615,0.388846439,0.419816487,0.456958257,0.33526516,0.505579208,0.443506435,0.41271239,0.599804044,normal
0.251665559,0.245722364,0.523888984,0.214201318,0.171596626,0.435486751,0.449961711,0.52973897,0.214883925,0.178992277,0.327387788,0.277736819,0.52850104,0.22891771,0.205417936,0.542551318,0.494508222,0.517913566,0.548149205,0.241366803,0.302492877,0.405920291,0.52537079,0.342696401,0.354801851,0.287289597,0.244880212,0.522227715,0.203134691,0.327608473,0.295964966,0.262996455,0.522797343,0.266198205,0.28248372,0.251112642,0.242926311,0.220699551,0.191228802,0.157873747,0.704172225,0.686582319,0.711499523,0.686910898,0.663858679,0.680853771,0.687445043,0.729355331,normal
0.252547429,0.222640213,0.578744228,0.244508247,0.159487124,0.466345451,0.485831936,0.583290378,0.246202227,0.174412657,0.355230825,0.242080489,0.572976156,0.274156492,0.20189877,0.554941571,0.525232246,0.564541152,0.668368124,0.160892511,0.331852353,0.458431998,0.560972417,0.451645824,0.338267517,0.299245568,0.220602927,0.552622222,0.238906448,0.341970655,0.271566493,0.224811003,0.554211491,0.278877233,0.292969777,0.237033248,0.215997951,0.493877687,0.217377933,0.152185597,1,1,1,1,0.919039538,0.783419844,0.785573359,0.781316602,normal
0.194044005,0.186298164,0.581043079,0.19629986,0.151353442,0.330873388,0.350410885,0.581466543,0.196684516,0.157640552,0.339626883,0.241433867,0.579565929,0.29204346,0.268753151,0.360893478,0.341966636,0.584360863,0.453041778,0.216763317,0.251909862,0.373581307,0.581882407,0.251575,0.284358679,0.247826528,0.195204282,0.583083972,0.207126861,0.228390569,0.289554787,0.201588778,0.57626302,0.321480139,0.248498867,0.212672938,0.210501359,0.212374308,0.184051626,0.153530053,0.461873648,0.447006558,0.483391232,0.398386264,0.491263489,0.471787311,0.475933845,0.523380593,normal
0.293155435,0.258491821,0.47152173,0.184845416,0.177500683,0.381430831,0.400020134,0.461556319,0.18690406,0.21334238,0.366432362,0.282306247,0.48261027,0.194163998,0.194892414,0.52462096,0.419781242,0.48746595,0.289556935,0.183272002,0.340596249,0.348512887,0.477668062,0.314751061,0.364868412,0.338231477,0.296276531,0.475660549,0.192277112,0.350208259,0.303156641,0.270845787,0.462799873,0.205457923,0.198746225,0.267250151,0.242936717,0.253903318,0.179458402,0.169347872,0.487875286,0.405373353,0.49193009,0.546139114,0.519229006,0.504195335,0.432917373,0.369644336,normal
0.294326231,0.26197043,0.51904209,0.226542185,0.174817832,0.459714715,0.513610542,0.522972003,0.229495932,0.265675897,0.505515769,0.287938974,0.518872801,0.222526327,0.179462431,0.477001527,0.508492831,0.523500528,0.309605148,0.182847442,0.420837892,0.417154643,0.509251335,0.477713393,0.426513942,0.476536088,0.337627787,0.519840629,0.313099263,0.447926959,0.456149386,0.260227577,0.523501468,0.244880674,0.164974422,0.291325363,0.263079192,0.235201789,0.216788799,0.162683986,0.610036854,0.585453677,0.608931613,0.608695856,0.622864822,0.642445996,0.656147167,0.645842483,aml
0.315697728,0.271200102,0.522441843,0.208039305,0.174663806,0.42464393,0.434894533,0.528508996,0.212122889,0.208084184,0.410387714,0.282210124,0.537880948,0.208708764,0.175839007,0.594837949,0.454140375,0.529274966,0.510729343,0.162814804,0.382360327,0.410882304,0.539323223,0.376871236,0.355586727,0.337024492,0.292168093,0.53650171,0.21063422,0.361544363,0.328270664,0.279927401,0.538460856,0.225763049,0.243840343,0.317070681,0.280818521,0.270874185,0.198537403,0.165068556,0.775970966,0.770478159,0.812287549,0.787434927,0.843265956,0.821015675,0.835284875,0.854344275,normal
0.224363565,0.211450482,0.518477422,0.173405725,0.171469521,0.355546103,0.371893141,0.53355758,0.185887114,0.206456603,0.389127799,0.29646358,0.561165425,0.2362503,0.275532928,0.399683053,0.3195052,0.557651166,0.245175491,0.189854133,0.278037688,0.30253875,0.554674752,0.269030156,0.279605721,0.306512698,0.229264475,0.546900373,0.176904331,0.323665991,0.325021425,0.23008324,0.538291182,0.284320303,0.175051529,0.227577001,0.213853112,0.275689858,0.223934766,0.203851848,0.16689593,0.168665425,0.272009668,0.266260356,0.277313429,0.267870623,0.253033693,0.251795237,normal
0.308958702,0.270590273,0.523092406,0.193590895,0.202887334,0.424303237,0.431592783,0.523847887,0.19266471,0.223743938,0.380333068,0.280391273,0.527204681,0.200063586,0.201681163,0.495564702,0.434127642,0.497257741,0.311949368,0.184768471,0.35648573,0.394338693,0.521453715,0.303716009,0.321379633,0.344607477,0.296259069,0.518930118,0.196603088,0.366692058,0.320037219,0.27690558,0.529794124,0.208063347,0.231338914,0.303622356,0.269924813,0.268269136,0.203612456,0.180659954,0.578877625,0.560973134,0.596603872,0.5516236,0.594558741,0.593127511,0.624960012,0.628541893,normal
0.300063655,0.280766965,0.533197193,0.212966438,0.165493484,0.422409544,0.475294744,0.525672887,0.222202303,0.208741812,0.417170398,0.315963029,0.530896914,0.228044649,0.1921424,0.294548315,0.616495527,0.496223926,0.256659178,0.166801387,0.36572012,0.32714623,0.520017148,0.447913785,0.561749736,0.30146788,0.388820733,0.515973746,0.220054585,0.382199774,0.301806009,0.283060035,0.534066851,0.237973527,0.162774191,0.297693583,0.270997643,0.253714461,0.230985852,0.164061273,0.634054836,0.592411324,0.634282618,0.622549653,0.652663716,0.663928768,0.638873308,0.682999351,aml
0.32392419,0.28759926,0.515650915,0.23256873,0.161517701,0.405237203,0.396158995,0.508942909,0.237145212,0.188421963,0.376965141,0.300867345,0.525737949,0.233020324,0.17539948,0.524790872,0.42698598,0.520958997,0.443294377,0.160998275,0.366066378,0.395939247,0.52808796,0.345353658,0.33294416,0.356916357,0.297987661,0.510401521,0.234209787,0.340230059,0.330885319,0.299996233,0.511812182,0.248990758,0.207374695,0.327340715,0.282565156,0.270979592,0.258246415,0.169965604,0.541793795,0.484743717,0.544409084,0.560943035,0.589387065,0.543796635,0.54393858,0.599085095,normal
0.275894498,0.247619118,0.48097276,0.199062602,0.166383819,0.419441604,0.380068626,0.4817597,0.210173036,0.179867643,0.364543203,0.268055637,0.493923661,0.217458109,0.193037313,0.513054758,0.38518842,0.484150901,0.453498157,0.157538076,0.329096711,0.359368953,0.489961129,0.333488364,0.374868324,0.31357328,0.270582915,0.486115963,0.209200459,0.341766545,0.320156965,0.261769578,0.49057841,0.254781921,0.219621372,0.272253275,0.254591946,0.218741397,0.19247117,0.15869387,0.821640965,0.806172438,0.831342307,0.798001344,0.856723632,0.860339265,0.859382671,0.846398993,normal
0.265560803,0.231332242,0.534042716,0.216746373,0.158614085,0.37984278,0.392284879,0.520411454,0.19772357,0.179763237,0.356132009,0.250438922,0.523449022,0.226326336,0.180307782,0.522892099,0.450597718,0.518856408,0.46952524,0.162301825,0.331550745,0.395824429,0.520995244,0.31290014,0.381782203,0.30309536,0.238907682,0.517598673,0.215704558,0.318287586,0.283160825,0.234943352,0.51530106,0.24548467,0.218241558,0.260560075,0.240461439,0.223942379,0.205037808,0.160109102,0.683986025,0.724574395,0.75658203,0.748821951,0.789618204,0.780633626,0.782746333,0.793190997,normal
0.298855807,0.290992277,0.586716968,0.199189533,0.177546335,0.418502089,0.469847739,0.573831567,0.197694716,0.238438925,0.410476973,0.322288209,0.590914173,0.205821256,0.193369423,0.54872794,0.464819217,0.558269583,0.42252642,0.175117758,0.381978416,0.404393778,0.587033689,0.343416739,0.404087181,0.342674955,0.368264997,0.583124432,0.205921615,0.411568341,0.313236735,0.310717266,0.591891422,0.213886768,0.230207124,0.303718226,0.278409784,0.285512633,0.19558551,0.177849614,0.534486432,0.509919516,0.535390791,0.535948003,0.550263431,0.562711404,0.546407995,0.571319439,normal
0.286730163,0.247979947,0.58663649,0.191061191,0.161590485,0.398103242,0.434744201,0.583426056,0.18255706,0.200745136,0.389138615,0.267488,0.588805423,0.202285005,0.193904822,0.558449678,0.428654954,0.588176074,0.44351048,0.162904769,0.358081934,0.414835792,0.592873635,0.324528713,0.413864591,0.317505254,0.264092475,0.589085634,0.198457319,0.340715558,0.315092348,0.250808866,0.586876561,0.232941161,0.236496332,0.297381111,0.26230543,0.25135967,0.174998524,0.161680656,0.470574685,0.441918805,0.460721619,0.478288767,0.510667618,0.478394436,0.478174774,0.552124726,normal
0.293316408,0.250505836,0.472235832,0.187062947,0.171267424,0.368979096,0.372402992,0.468676735,0.190419205,0.192342818,0.357613428,0.267431526,0.48711612,0.206894404,0.192897845,0.44382369,0.363511,0.480832714,0.343193817,0.163035387,0.325291527,0.323008944,0.474682839,0.272498703,0.271585301,0.325402456,0.257006711,0.482930354,0.186803192,0.256102428,0.321025764,0.258157304,0.488447612,0.217752259,0.199659832,0.293003104,0.258700507,0.28517345,0.241566375,0.182447304,0.436653826,0.394189007,0.444164488,0.434247331,0.438889399,0.471392372,0.496194144,0.503459215,normal
0.291403494,0.243022985,0.555841045,0.233773324,0.159726296,0.426754707,0.442447169,0.547310205,0.229865696,0.187004246,0.392397824,0.278197875,0.556474877,0.254599287,0.195664406,0.517994027,0.394069929,0.560146308,0.40341044,0.166940584,0.359334544,0.33826318,0.55444731,0.413526335,0.382027883,0.328790126,0.253154792,0.554312554,0.236967546,0.38817704,0.315323503,0.245699605,0.552499477,0.267056534,0.185439523,0.292415692,0.254230349,0.271012927,0.264329764,0.176802967,0.619337745,0.586488436,0.635575597,0.640471016,0.680822462,0.657814966,0.648856533,0.676421173,normal
0.311889401,0.258225565,0.541644919,0.183496235,0.177144161,0.441641652,0.476187701,0.544785135,0.178891397,0.218265017,0.422701794,0.27240961,0.559410131,0.191674885,0.195344995,0.573536127,0.391025561,0.555108063,0.404368289,0.172091289,0.391320526,0.385488269,0.555469683,0.351878808,0.326928486,0.341465639,0.278075017,0.552897517,0.186563455,0.410412566,0.324872029,0.250574879,0.53763385,0.206158625,0.228387589,0.315167041,0.272139572,0.261737081,0.186922415,0.167143579,0.553576221,0.525789521,0.584058145,0.595049381,0.604472838,0.612481675,0.541843955,0.611414805,normal
